text,l1
The global warming is an important issue in the world today. Many scientists analysis the causes of the global warming and interpret carbon dioxide is the main gas cause global warming.So they emphasize control vehicles is impotant to slove global warming.,Chinese
Owning gun is legal in the U.S. but illegal in my country. Authority think own gun will cause conflict and violence. It's very dangerous to people. So own gun is illegal in my country.,Chinese
"yes, I want to obtain a PhD degree, because bachelor or senior college degree is minimum requirement for have a job. If you obtain a PhD degree can assist you select a good job or which you like do. ",Chinese
" 
 1-leave my country.
 2-rent apartment.
 3-buy a car.
 4-learn english.
 5-pass ilets.
 6-get M.A.
 7-pass GRE.
 8-get PHD.",Arabic
"No, I never had to act as an interpreter. 
I saw that in television, a person who is doing that is capable of translating without using any dictionaries. It is a professional job and It is a big challenge.
",Arabic
"yes, they should be involved in the local community where they study. 
There are many benefit to communicate students, to assist each other to focus for their study, and learn a new culture.
",Arabic
"In my opinion, an important issue in the world is corruption.
There are many kinds of corruption: administration corruption and economic corruption. This is the cause of conflict and revolution in the arab countries.
",Arabic
"yes, there is. 
For example, a person who is drinking alcohol in the U.S is normal, but in my country drinking is abnormal.",Arabic
"No, I would not like to obtain a PhD degree. 
Because, the PhD degree is focuses on the area of research, but I prefer practical domain. ",Arabic
To get the acceptance for a master degree in nursing since from the nursing school at Pittsburgh university.,Arabic
"Register in ELI institution
Move to US
Study English
Rent an apartment
Buy a car
Pass TOEFL test
Pass NCLEX test
Register in nursing school
",Arabic
"1.Save enough money for trips
2.Check air plane schedule
3.Ask for leave
4.Buy a lagguge
5.Booked a hotel
7.find a good tour guide
8.Apply for a visa",Chinese
"(1) Learn English .
(2) Rent of apartement . 
(3) find roommate .
(4) Find Specialization .
(5) Search for University.
(6) pass of ILETS .
(7) pass of Tofel .
(8) pass of master .
",Arabic
Free ride mean to get more food or resources that the altruism. It is dangerous because they will unravel the social fabric. ,Arabic
"1- cooperation and cluster are together.
2- Hadza's social network is match with the modern network. ",Arabic
she is interested in exploring the origin of human social networks on the evolution of cooperation. ,Arabic
"Free rider is a person who is supported by or seeks support from another without making an adequate return .
 Eventually there behaviours would un rebel the social poverty . they get more free resource than nature is.",Arabic
"The purpose was to Measure social ties and cooperation. Moreover, to shed light of the community and answers some question like do the Haze have mechanism to keep free rider from reoccurring .",Arabic
It is because that the Hadza is isolated from modern culture influences and she thought that she chould find the origin of human social network through studying of people's cooperating in the Hadza.,Korean
"free rider are expected to gone on more resources than ultras.

because their behavior will eventually unravel the social fabric",Arabic
Because she obtained a high rate of cooperation and altruism like sharing food with non-relative and the group of hunter gather.,Arabic
"Someone who obtains goods or services galley without paying.

Because the membership to is fluid if individuals are unhappy with particular group he or she can move with different one.
",Arabic
Cluster together; they become friends with other co-operators that keep self-interested in individuals from dragging them down.,Arabic
"A- providing crucial inside in the evolution of cooperation and altruism of human.

B-social network happen fundamental part of human life. 
",Arabic
The Haza has lived isolated from the modern culture so they preserve their own culture for a long time.,Korean
"It is the Cooperation. For example, they share almost everything like foods, labor, child care in the community. ",Korean
"Free rider is get benefits without their labor or effort.
Free rider is expected to gone over their community's resources. Self Individuals can drag community down. ",Korean
The evolution of cooperation and altruism in human are the fundamental of human life and social ties.,Korean
"the one who expected more rsource than altrest
because they behavior with unraviall the social fibreic",Arabic
"1-cooperator come friend with other cooperator
2-the articatcial of hadaz social network matches the mother",Arabic
"although some people think that the murderse can be reformed and only deserve to be in prison, I think that the murderes deserve death penalty",Arabic
"She wants to explore the origin of the human social network from the
evolution of cooperation about Hadza.

",Chinese
"Cooperation is the key to survival. They are sharing almost everything,
such as food, labour, child care.

",Chinese
" Free-rider get more free resources than Altruism, and their behavior would unravel the social fabric.",Chinese
" The social network are matching the modern social net work. Also, the social network had the fundamental part of human life since the ancient times.",Chinese
It is because that the Hadza is isolated from modern culture influences and she thought that she chould find the origin of human social network through studying people's cooperating in the Hadza.,Korean
"It is someone who is expected to get more resources than altruist. For the Hadza, cooperating is a key to survival and they share almost everything. This is why they have some kind of mechanism to keep this problem from recurring. ",Korean
"1.Cooperators and cluster are together.
2.The architecture of Hadza social network matches that of modern social network. 
3.Social network has been a fundamental part of human life since ancient time.",Korean
"finding a convenience place
communicate with American people
pass my levels
find a lovely friends
speak english very well
get the ILTES test
entering university
visit many cities in THE U.S.A",Arabic
"displacing causes to move someone ""it has kind of force""
replace usually causes to take a place or move into a position of someone ""substitute"" 
",Arabic
"picture is more general and it can mean the external view of the house.
layout of the house means the design of house or structure; such as drawing or planing of the house.",Arabic
"extinction (N): the act or process of becoming extinct; a coming to an end or dying out: the extinction of a species


the big cats closest to extinction.
",Arabic
Displacing a person means to make this person leave the place where he\she normally live and replacing a person means to remove this person from his\her job and put a new person.,Arabic
The first word means a group of people who share the same ideas or beliefs and who work together to achieve a particular aim and the second one means when someone or something changes position or moves from one place to another.,Arabic
"The maintenance means the repairs, painting etc that are necessary to keep the house in good condition and the remodeling means to change the shape, structure, or appearance of the house.",Arabic
"The partition means a thin wall that separates one part of a room from another and the fence means a structure made of wood, metal etc that surrounds a piece of land or house.",Arabic
